ZIPCODE,MONTH,YEAR,CUSTOMERCLASS,COMBINED,TOTALCUSTOMERS,TOTALKWH,AVERAGEKWH,DATE
95518,4,2020,Elec- Residential,N,341,354630,"1,040",2020-04-01
95518,5,2020,Elec- Residential,N,343,343755,"1,002",2020-05-01
95518,6,2020,Elec- Residential,N,344,302742,880,2020-06-01
95518,7,2020,Elec- Residential,N,343,317496,926,2020-07-01
95518,8,2020,Elec- Residential,N,344,323856,941,2020-08-01
95518,9,2020,Elec- Residential,N,342,302827,885,2020-09-01
95518,10,2020,Elec- Residential,N,343,334288,975,2020-10-01
95518,11,2020,Elec- Residential,N,343,353506,"1,031",2020-11-01
95518,12,2020,Elec- Residential,N,343,382941,"1,116",2020-12-01
95518,1,2021,Elec- Residential,N,343,379605,"1,107",2021-01-01
95518,2,2021,Elec- Residential,N,343,330153,963,2021-02-01
95518,3,2021,Elec- Residential,N,342,363453,"1,063",2021-03-01
95518,4,2021,Elec- Residential,N,344,321562,935,2021-04-01
95518,5,2021,Elec- Residential,N,342,317147,927,2021-05-01
95518,6,2021,Elec- Residential,N,341,292012,856,2021-06-01
95518,7,2021,Elec- Residential,N,340,271169,798,2021-07-01
95518,8,2021,Elec- Residential,N,341,281363,825,2021-08-01
95518,9,2021,Elec- Residential,N,342,299193,875,2021-09-01
95518,10,2021,Elec- Residential,N,339,328841,970,2021-10-01
95518,11,2021,Elec- Residential,N,339,326014,962,2021-11-01
95518,12,2021,Elec- Residential,N,338,392549,"1,161",2021-12-01
95518,1,2022,Elec- Residential,N,338,391905,"1,159",2022-01-01
95518,2,2022,Elec- Residential,N,338,328080,971,2022-02-01
95518,3,2022,Elec- Residential,N,338,330644,978,2022-03-01
95518,4,2022,Elec- Residential,N,336,313473,933,2022-04-01
95518,5,2022,Elec- Residential,N,336,294424,876,2022-05-01
95518,6,2022,Elec- Residential,N,336,253396,754,2022-06-01
95518,7,2022,Elec- Residential,N,336,236730,705,2022-07-01
95518,8,2022,Elec- Residential,N,335,240247,717,2022-08-01
95518,9,2022,Elec- Residential,N,336,232445,692,2022-09-01
95518,10,2022,Elec- Residential,N,337,239103,710,2022-10-01
95518,11,2022,Elec- Residential,N,337,279787,830,2022-11-01
95518,12,2022,Elec- Residential,N,336,302757,901,2022-12-01
95518,1,2023,Elec- Residential,N,332,286634,863,2023-01-01
95518,2,2023,Elec- Residential,N,334,274431,822,2023-02-01
95518,3,2023,Elec- Residential,N,334,314041,940,2023-03-01
95518,4,2023,Elec- Residential,N,330,261297,792,2023-04-01
95518,4,2023,Elec- Residential,N,330,261297,792,2023-04-01
95518,5,2023,Elec- Residential,N,329,251656,765,2023-05-01
95518,5,2023,Elec- Residential,N,329,251656,765,2023-05-01
95518,6,2023,Elec- Residential,N,329,232296,706,2023-06-01
95518,6,2023,Elec- Residential,N,329,232296,706,2023-06-01
95518,7,2023,Elec- Residential,N,327,212952,651,2023-07-01
95518,8,2023,Elec- Residential,N,328,218368,666,2023-08-01
95518,9,2023,Elec- Residential,N,325,214004,658,2023-09-01
95518,10,2023,Elec- Residential,N,329,237237,721,2023-10-01
95518,11,2023,Elec- Residential,N,330,262472,795,2023-11-01
95518,12,2023,Elec- Residential,N,329,295140,897,2023-12-01
95518,1,2024,Elec- Residential,N,329,287132,873,2024-01-01
95518,2,2024,Elec- Residential,N,327,263432,806,2024-02-01
95518,3,2024,Elec- Residential,N,327,279171,854,2024-03-01
95518,4,2024,Elec- Residential,N,327,240758,736,2024-04-01
95518,4,2024,Elec- Residential,N,327,240758,736,2024-04-01
95518,5,2024,Elec- Residential,N,326,223209,685,2024-05-01
95518,5,2024,Elec- Residential,N,326,223209,685,2024-05-01
95518,6,2024,Elec- Residential,N,326,196441,603,2024-06-01
95518,6,2024,Elec- Residential,N,326,196441,603,2024-06-01
95518,7,2024,Elec- Residential,N,325,194797,599,2024-07-01
95518,8,2024,Elec- Residential,N,325,188787,581,2024-08-01
95518,9,2024,Elec- Residential,N,324,184165,568,2024-09-01
95518,10,2024,Elec- Residential,N,322,202963,630,2024-10-01
95518,11,2024,Elec- Residential,N,323,220936,684,2024-11-01
95518,12,2024,Elec- Residential,N,324,249084,769,2024-12-01
95518,1,2025,Elec- Residential,N,323,254491,788,2025-01-01
95518,2,2025,Elec- Residential,N,323,227848,705,2025-02-01
95518,3,2025,Elec- Residential,N,323,230825,715,2025-03-01
95518,4,2025,Elec- Residential,N,322,194759,605,2025-04-01
95518,5,2025,Elec- Residential,N,322,176570,548,2025-05-01
95518,6,2025,Elec- Residential,N,322,162037,503,2025-06-01
95518,7,2025,Elec- Residential,N,320,154727,484,2025-07-01
95518,8,2025,Elec- Residential,N,322,160930,500,2025-08-01
95518,9,2025,Elec- Residential,N,323,162851,504,2025-09-01
95518,10,2025,Elec- Residential,N,322,191062,593,2025-10-01
95518,11,2025,Elec- Residential,N,321,206047,642,2025-11-01
95518,12,2025,Elec- Residential,N,321,230785,719,2025-12-01
95518,1,2026,Elec- Residential,N,318,245247,771,2026-01-01
95518,2,2026,Elec- Residential,N,320,204188,638,2026-02-01
95518,3,2026,Elec- Residential,N,321,191787,597,2026-03-01
95519,1,2020,Elec- Residential,N,6792,4348869,640,2020-01-01
95519,2,2020,Elec- Residential,N,6790,3940440,580,2020-02-01
95519,3,2020,Elec- Residential,N,6791,4173254,615,2020-03-01
95519,4,2020,Elec- Residential,N,6807,3907844,574,2020-04-01
95519,5,2020,Elec- Residential,N,6827,3815999,559,2020-05-01
95519,6,2020,Elec- Residential,N,6840,3440596,503,2020-06-01
95519,7,2020,Elec- Residential,N,6851,3501617,511,2020-07-01
95519,8,2020,Elec- Residential,N,6857,3570134,521,2020-08-01
95519,9,2020,Elec- Residential,N,6860,3678347,536,2020-09-01
95519,10,2020,Elec- Residential,N,6876,3938144,573,2020-10-01
95519,11,2020,Elec- Residential,N,6883,4368791,635,2020-11-01
95519,12,2020,Elec- Residential,N,6873,4916284,715,2020-12-01
95519,1,2021,Elec- Residential,N,6889,4790283,695,2021-01-01
95519,2,2021,Elec- Residential,N,6891,4222314,613,2021-02-01
95519,3,2021,Elec- Residential,N,6903,4483987,650,2021-03-01
95519,4,2021,Elec- Residential,N,6914,4085777,591,2021-04-01
95519,5,2021,Elec- Residential,N,6908,3996231,578,2021-05-01
95519,6,2021,Elec- Residential,N,6898,3686654,534,2021-06-01
95519,7,2021,Elec- Residential,N,6891,3706903,538,2021-07-01
95519,8,2021,Elec- Residential,N,6891,3668834,532,2021-08-01
95519,9,2021,Elec- Residential,N,6903,3612290,523,2021-09-01
95519,10,2021,Elec- Residential,N,6902,4024232,583,2021-10-01
95519,11,2021,Elec- Residential,N,6917,4049144,585,2021-11-01
95519,12,2021,Elec- Residential,N,6924,4771827,689,2021-12-01
95519,1,2022,Elec- Residential,N,6932,4475879,646,2022-01-01
95519,2,2022,Elec- Residential,N,6929,3926929,567,2022-02-01
95519,3,2022,Elec- Residential,N,6938,4082703,588,2022-03-01
95519,4,2022,Elec- Residential,N,6935,3803762,548,2022-04-01
95519,5,2022,Elec- Residential,N,6937,3663643,528,2022-05-01
95519,6,2022,Elec- Residential,N,6935,3286594,474,2022-06-01
95519,7,2022,Elec- Residential,N,6942,3281235,473,2022-07-01
95519,8,2022,Elec- Residential,N,6950,3273201,471,2022-08-01
95519,9,2022,Elec- Residential,N,6938,3175131,458,2022-09-01
95519,10,2022,Elec- Residential,N,6950,3490322,502,2022-10-01
95519,11,2022,Elec- Residential,N,6954,3882033,558,2022-11-01
95519,12,2022,Elec- Residential,N,6953,4216738,606,2022-12-01
95519,1,2023,Elec- Residential,N,6966,3974318,571,2023-01-01
95519,2,2023,Elec- Residential,N,6973,3661453,525,2023-02-01
95519,3,2023,Elec- Residential,N,6991,4037319,578,2023-03-01
95519,4,2023,Elec- Residential,N,7004,3524640,503,2023-04-01
95519,4,2023,Elec- Residential,N,7004,3524640,503,2023-04-01
95519,5,2023,Elec- Residential,N,6997,3344966,478,2023-05-01
95519,5,2023,Elec- Residential,N,6997,3344966,478,2023-05-01
95519,6,2023,Elec- Residential,N,6984,3041936,436,2023-06-01
95519,6,2023,Elec- Residential,N,6984,3041936,436,2023-06-01
95519,7,2023,Elec- Residential,N,6955,3002258,432,2023-07-01
95519,8,2023,Elec- Residential,N,6973,3015782,432,2023-08-01
95519,9,2023,Elec- Residential,N,6980,2995843,429,2023-09-01
95519,10,2023,Elec- Residential,N,6987,3320841,475,2023-10-01
95519,11,2023,Elec- Residential,N,6992,3537653,506,2023-11-01
95519,12,2023,Elec- Residential,N,6986,3935463,563,2023-12-01
95519,1,2024,Elec- Residential,N,6995,3841827,549,2024-01-01
95519,2,2024,Elec- Residential,N,6998,3500311,500,2024-02-01
95519,3,2024,Elec- Residential,N,7009,3627213,518,2024-03-01
95519,4,2024,Elec- Residential,N,7030,3190543,454,2024-04-01
95519,4,2024,Elec- Residential,N,7030,3190543,454,2024-04-01
95519,5,2024,Elec- Residential,N,7034,3046911,433,2024-05-01
95519,5,2024,Elec- Residential,N,7034,3046911,433,2024-05-01
95519,6,2024,Elec- Residential,N,7044,2812846,399,2024-06-01
95519,6,2024,Elec- Residential,N,7044,2812846,399,2024-06-01
95519,7,2024,Elec- Residential,N,7049,2850351,404,2024-07-01
95519,8,2024,Elec- Residential,N,7059,2894688,410,2024-08-01
95519,9,2024,Elec- Residential,N,7062,2885107,409,2024-09-01
95519,10,2024,Elec- Residential,N,7046,3110739,441,2024-10-01
95519,11,2024,Elec- Residential,N,7057,3495696,495,2024-11-01
95519,12,2024,Elec- Residential,N,7044,3831419,544,2024-12-01
95519,1,2025,Elec- Residential,N,7050,3753677,532,2025-01-01
95519,2,2025,Elec- Residential,N,7065,3380427,478,2025-02-01
95519,3,2025,Elec- Residential,N,7058,3454229,489,2025-03-01
95519,4,2025,Elec- Residential,N,7069,3010243,426,2025-04-01
95519,5,2025,Elec- Residential,N,7069,2889412,409,2025-05-01
95519,6,2025,Elec- Residential,N,7047,2658858,377,2025-06-01
95519,7,2025,Elec- Residential,N,7068,2700706,382,2025-07-01
95519,8,2025,Elec- Residential,N,7080,2707188,382,2025-08-01
95519,9,2025,Elec- Residential,N,7072,2698858,382,2025-09-01
95519,10,2025,Elec- Residential,N,7089,2960376,418,2025-10-01
95519,11,2025,Elec- Residential,N,7096,3144004,443,2025-11-01
95519,12,2025,Elec- Residential,N,7110,3593845,505,2025-12-01
95519,1,2026,Elec- Residential,N,7118,3565973,501,2026-01-01
95519,2,2026,Elec- Residential,N,7111,3078650,433,2026-02-01
95519,3,2026,Elec- Residential,N,7113,3028824,426,2026-03-01
95521,1,2020,Elec- Residential,Y,8170,3879804,475,2020-01-01
95521,2,2020,Elec- Residential,Y,8183,3658228,447,2020-02-01
95521,3,2020,Elec- Residential,Y,8173,3809434,466,2020-03-01
95521,4,2020,Elec- Residential,Y,8149,3374024,414,2020-04-01
95521,5,2020,Elec- Residential,Y,8106,3171874,391,2020-05-01
95521,6,2020,Elec- Residential,Y,8038,2765341,344,2020-06-01
95521,7,2020,Elec- Residential,Y,8049,2798859,348,2020-07-01
95521,8,2020,Elec- Residential,Y,8056,2870661,356,2020-08-01
95521,9,2020,Elec- Residential,Y,8091,3021076,373,2020-09-01
95521,10,2020,Elec- Residential,Y,8188,3322242,406,2020-10-01
95521,11,2020,Elec- Residential,Y,8201,3860174,471,2020-11-01
95521,12,2020,Elec- Residential,Y,8225,4407313,536,2020-12-01
95521,1,2021,Elec- Residential,N,8180,4172774,510,2021-01-01
95521,2,2021,Elec- Residential,N,8189,3720568,454,2021-02-01
95521,3,2021,Elec- Residential,N,8195,3917668,478,2021-03-01
95521,4,2021,Elec- Residential,N,8187,3479584,425,2021-04-01
95521,5,2021,Elec- Residential,N,8170,3285078,402,2021-05-01
95521,6,2021,Elec- Residential,N,8123,2902053,357,2021-06-01
95521,7,2021,Elec- Residential,N,8120,2947237,363,2021-07-01
95521,8,2021,Elec- Residential,N,8144,2954926,363,2021-08-01
95521,9,2021,Elec- Residential,N,8156,2980851,365,2021-09-01
95521,10,2021,Elec- Residential,N,8152,3358165,412,2021-10-01
95521,11,2021,Elec- Residential,N,8151,3503746,430,2021-11-01
95521,12,2021,Elec- Residential,N,8129,4206549,517,2021-12-01
95521,1,2022,Elec- Residential,N,8143,4014550,493,2022-01-01
95521,2,2022,Elec- Residential,N,8175,3502301,428,2022-02-01
95521,3,2022,Elec- Residential,N,8163,3564675,437,2022-03-01
95521,4,2022,Elec- Residential,N,8151,3376883,414,2022-04-01
95521,5,2022,Elec- Residential,N,8110,3118155,384,2022-05-01
95521,6,2022,Elec- Residential,N,8097,2711533,335,2022-06-01
95521,7,2022,Elec- Residential,N,8088,2714278,336,2022-07-01
95521,8,2022,Elec- Residential,N,8123,2741928,338,2022-08-01
95521,9,2022,Elec- Residential,N,8141,2683404,330,2022-09-01
95521,10,2022,Elec- Residential,N,8156,3027272,371,2022-10-01
95521,11,2022,Elec- Residential,N,8151,3611709,443,2022-11-01
95521,12,2022,Elec- Residential,N,8139,3954765,486,2022-12-01
95521,1,2023,Elec- Residential,N,8151,3804259,467,2023-01-01
95521,2,2023,Elec- Residential,N,8151,3567779,438,2023-02-01
95521,3,2023,Elec- Residential,N,8154,3886366,477,2023-03-01
95521,4,2023,Elec- Residential,N,8153,3214120,394,2023-04-01
95521,4,2023,Elec- Residential,N,8153,3214120,394,2023-04-01
95521,5,2023,Elec- Residential,N,8121,2913705,359,2023-05-01
95521,5,2023,Elec- Residential,N,8121,2913705,359,2023-05-01
95521,6,2023,Elec- Residential,N,8097,2610550,322,2023-06-01
95521,6,2023,Elec- Residential,N,8097,2610550,322,2023-06-01
95521,7,2023,Elec- Residential,N,8095,2549128,315,2023-07-01
95521,8,2023,Elec- Residential,N,8134,2561176,315,2023-08-01
95521,9,2023,Elec- Residential,N,8129,2616160,322,2023-09-01
95521,10,2023,Elec- Residential,N,8093,2979930,368,2023-10-01
95521,11,2023,Elec- Residential,N,8106,3242317,400,2023-11-01
95521,12,2023,Elec- Residential,N,8066,3590071,445,2023-12-01
95521,1,2024,Elec- Residential,N,8085,3587122,444,2024-01-01
95521,2,2024,Elec- Residential,N,8088,3323222,411,2024-02-01
95521,3,2024,Elec- Residential,N,8087,3466091,429,2024-03-01
95521,4,2024,Elec- Residential,N,8087,2956999,366,2024-04-01
95521,4,2024,Elec- Residential,N,8087,2956999,366,2024-04-01
95521,5,2024,Elec- Residential,N,8057,2725161,338,2024-05-01
95521,5,2024,Elec- Residential,N,8057,2725161,338,2024-05-01
95521,6,2024,Elec- Residential,N,8008,2423848,303,2024-06-01
95521,6,2024,Elec- Residential,N,8008,2423848,303,2024-06-01
95521,7,2024,Elec- Residential,N,8014,2459747,307,2024-07-01
95521,8,2024,Elec- Residential,N,8105,2526749,312,2024-08-01
95521,9,2024,Elec- Residential,N,8107,2546409,314,2024-09-01
95521,10,2024,Elec- Residential,N,8103,2803126,346,2024-10-01
95521,11,2024,Elec- Residential,N,8096,3275492,405,2024-11-01
95521,12,2024,Elec- Residential,N,8076,3592731,445,2024-12-01
95521,1,2025,Elec- Residential,N,8092,3619469,447,2025-01-01
95521,2,2025,Elec- Residential,N,8096,3316617,410,2025-02-01
95521,3,2025,Elec- Residential,N,8121,3317601,409,2025-03-01
95521,4,2025,Elec- Residential,N,8162,2857010,350,2025-04-01
95521,5,2025,Elec- Residential,N,8167,2673938,327,2025-05-01
95521,6,2025,Elec- Residential,N,8144,2427166,298,2025-06-01
95521,7,2025,Elec- Residential,N,8150,2472728,303,2025-07-01
95521,8,2025,Elec- Residential,N,8188,2483047,303,2025-08-01
95521,9,2025,Elec- Residential,N,8183,2526893,309,2025-09-01
95521,10,2025,Elec- Residential,N,8215,2851764,347,2025-10-01
95521,11,2025,Elec- Residential,N,8211,3086531,376,2025-11-01
95521,12,2025,Elec- Residential,N,8198,3550121,433,2025-12-01
95521,1,2026,Elec- Residential,N,8200,3606985,440,2026-01-01
95521,2,2026,Elec- Residential,N,8187,3096380,378,2026-02-01
95521,3,2026,Elec- Residential,N,8178,2937640,359,2026-03-01
95524,1,2020,Elec- Residential,N,680,508427,748,2020-01-01
95524,2,2020,Elec- Residential,N,680,464947,684,2020-02-01
95524,3,2020,Elec- Residential,N,683,488922,716,2020-03-01
95524,4,2020,Elec- Residential,N,679,440778,649,2020-04-01
95524,5,2020,Elec- Residential,N,677,416941,616,2020-05-01
95524,6,2020,Elec- Residential,N,678,367938,543,2020-06-01
95524,7,2020,Elec- Residential,N,678,368787,544,2020-07-01
95524,8,2020,Elec- Residential,N,679,367057,541,2020-08-01
95524,9,2020,Elec- Residential,N,680,384913,566,2020-09-01
95524,10,2020,Elec- Residential,N,683,449330,658,2020-10-01
95524,11,2020,Elec- Residential,N,683,550795,806,2020-11-01
95524,12,2020,Elec- Residential,N,682,624145,915,2020-12-01
95524,1,2021,Elec- Residential,N,683,603868,884,2021-01-01
95524,2,2021,Elec- Residential,N,683,526117,770,2021-02-01
95524,3,2021,Elec- Residential,N,684,543484,795,2021-03-01
95524,4,2021,Elec- Residential,N,682,484029,710,2021-04-01
95524,5,2021,Elec- Residential,N,681,452102,664,2021-05-01
95524,6,2021,Elec- Residential,N,681,416126,611,2021-06-01
95524,7,2021,Elec- Residential,N,682,419469,615,2021-07-01
95524,8,2021,Elec- Residential,N,682,409533,600,2021-08-01
95524,9,2021,Elec- Residential,N,682,406390,596,2021-09-01
95524,10,2021,Elec- Residential,N,683,460651,674,2021-10-01
95524,11,2021,Elec- Residential,N,684,501629,733,2021-11-01
95524,12,2021,Elec- Residential,N,682,611957,897,2021-12-01
95524,1,2022,Elec- Residential,N,683,563254,825,2022-01-01
95524,2,2022,Elec- Residential,N,684,483507,707,2022-02-01
95524,3,2022,Elec- Residential,N,684,509641,745,2022-03-01
95524,4,2022,Elec- Residential,N,683,465074,681,2022-04-01
95524,5,2022,Elec- Residential,N,683,430553,630,2022-05-01
95524,6,2022,Elec- Residential,N,683,362092,530,2022-06-01
95524,7,2022,Elec- Residential,N,683,365746,535,2022-07-01
95524,8,2022,Elec- Residential,N,683,356284,522,2022-08-01
95524,9,2022,Elec- Residential,N,683,340821,499,2022-09-01
95524,10,2022,Elec- Residential,N,683,396584,581,2022-10-01
95524,11,2022,Elec- Residential,N,684,467971,684,2022-11-01
95524,12,2022,Elec- Residential,N,684,522542,764,2022-12-01
95524,1,2023,Elec- Residential,N,684,481781,704,2023-01-01
95524,2,2023,Elec- Residential,N,686,437105,637,2023-02-01
95524,3,2023,Elec- Residential,N,687,495741,722,2023-03-01
95524,4,2023,Elec- Residential,N,687,411626,599,2023-04-01
95524,4,2023,Elec- Residential,N,687,411626,599,2023-04-01
95524,5,2023,Elec- Residential,N,687,376687,548,2023-05-01
95524,5,2023,Elec- Residential,N,687,376687,548,2023-05-01
95524,6,2023,Elec- Residential,N,685,333920,487,2023-06-01
95524,6,2023,Elec- Residential,N,685,333920,487,2023-06-01
95524,7,2023,Elec- Residential,N,682,320269,470,2023-07-01
95524,8,2023,Elec- Residential,N,682,327250,480,2023-08-01
95524,9,2023,Elec- Residential,N,682,333028,488,2023-09-01
95524,10,2023,Elec- Residential,N,681,381352,560,2023-10-01
95524,11,2023,Elec- Residential,N,682,420821,617,2023-11-01
95524,12,2023,Elec- Residential,N,680,464048,682,2023-12-01
95524,1,2024,Elec- Residential,N,680,447559,658,2024-01-01
95524,2,2024,Elec- Residential,N,683,403261,590,2024-02-01
95524,3,2024,Elec- Residential,N,683,425441,623,2024-03-01
95524,4,2024,Elec- Residential,N,679,364510,537,2024-04-01
95524,4,2024,Elec- Residential,N,679,364510,537,2024-04-01
95524,5,2024,Elec- Residential,N,680,332481,489,2024-05-01
95524,5,2024,Elec- Residential,N,680,332481,489,2024-05-01
95524,6,2024,Elec- Residential,N,677,303949,449,2024-06-01
95524,6,2024,Elec- Residential,N,677,303949,449,2024-06-01
95524,7,2024,Elec- Residential,N,678,308586,455,2024-07-01
95524,8,2024,Elec- Residential,N,675,314258,466,2024-08-01
95524,9,2024,Elec- Residential,N,674,305125,453,2024-09-01
95524,10,2024,Elec- Residential,N,675,350251,519,2024-10-01
95524,11,2024,Elec- Residential,N,677,402091,594,2024-11-01
95524,12,2024,Elec- Residential,N,678,456515,673,2024-12-01
95524,1,2025,Elec- Residential,N,679,453681,668,2025-01-01
95524,2,2025,Elec- Residential,N,681,400490,588,2025-02-01
95524,3,2025,Elec- Residential,N,683,406953,596,2025-03-01
95524,4,2025,Elec- Residential,N,685,342863,501,2025-04-01
95524,5,2025,Elec- Residential,N,685,319276,466,2025-05-01
95524,6,2025,Elec- Residential,N,681,295021,433,2025-06-01
95524,7,2025,Elec- Residential,N,683,299970,439,2025-07-01
95524,8,2025,Elec- Residential,N,683,299312,438,2025-08-01
95524,9,2025,Elec- Residential,N,683,308554,452,2025-09-01
95524,10,2025,Elec- Residential,N,686,359746,524,2025-10-01
95524,11,2025,Elec- Residential,N,685,391860,572,2025-11-01
95524,12,2025,Elec- Residential,N,682,462494,678,2025-12-01
95524,1,2026,Elec- Residential,N,684,446950,653,2026-01-01
95524,2,2026,Elec- Residential,N,684,379572,555,2026-02-01
95524,3,2026,Elec- Residential,N,685,365784,534,2026-03-01
95525,1,2020,Elec- Residential,N,745,452837,608,2020-01-01
95525,2,2020,Elec- Residential,N,747,418023,560,2020-02-01
95525,3,2020,Elec- Residential,N,750,433875,578,2020-03-01
95525,4,2020,Elec- Residential,N,748,385527,515,2020-04-01
95525,5,2020,Elec- Residential,N,749,381647,510,2020-05-01
95525,6,2020,Elec- Residential,N,750,333948,445,2020-06-01
95525,7,2020,Elec- Residential,N,751,339061,451,2020-07-01
95525,8,2020,Elec- Residential,N,753,356947,474,2020-08-01
95525,9,2020,Elec- Residential,N,751,358512,477,2020-09-01
95525,10,2020,Elec- Residential,N,750,414722,553,2020-10-01
95525,11,2020,Elec- Residential,N,752,474230,631,2020-11-01
95525,12,2020,Elec- Residential,N,751,526778,701,2020-12-01
95525,1,2021,Elec- Residential,N,751,488767,651,2021-01-01
95525,2,2021,Elec- Residential,N,751,443237,590,2021-02-01
95525,3,2021,Elec- Residential,N,750,472016,629,2021-03-01
95525,4,2021,Elec- Residential,N,749,413946,553,2021-04-01
95525,5,2021,Elec- Residential,N,748,385418,515,2021-05-01
95525,6,2021,Elec- Residential,N,744,341427,459,2021-06-01
95525,7,2021,Elec- Residential,N,747,331580,444,2021-07-01
95525,8,2021,Elec- Residential,N,739,326298,442,2021-08-01
95525,9,2021,Elec- Residential,N,742,337106,454,2021-09-01
95525,10,2021,Elec- Residential,N,741,380330,513,2021-10-01
95525,11,2021,Elec- Residential,N,743,387538,522,2021-11-01
95525,12,2021,Elec- Residential,N,742,480270,647,2021-12-01
95525,1,2022,Elec- Residential,N,742,440345,593,2022-01-01
95525,2,2022,Elec- Residential,N,733,388455,530,2022-02-01
95525,3,2022,Elec- Residential,N,728,393099,540,2022-03-01
95525,4,2022,Elec- Residential,N,731,356896,488,2022-04-01
95525,5,2022,Elec- Residential,N,729,334684,459,2022-05-01
95525,6,2022,Elec- Residential,N,724,295899,409,2022-06-01
95525,7,2022,Elec- Residential,N,728,298086,409,2022-07-01
95525,8,2022,Elec- Residential,N,726,301789,416,2022-08-01
95525,9,2022,Elec- Residential,N,730,291802,400,2022-09-01
95525,10,2022,Elec- Residential,N,738,324180,439,2022-10-01
95525,11,2022,Elec- Residential,N,734,393910,537,2022-11-01
95525,12,2022,Elec- Residential,N,730,429918,589,2022-12-01
95525,1,2023,Elec- Residential,N,739,398218,539,2023-01-01
95525,2,2023,Elec- Residential,N,738,371472,503,2023-02-01
95525,3,2023,Elec- Residential,N,732,403778,552,2023-03-01
95525,4,2023,Elec- Residential,N,736,331569,451,2023-04-01
95525,4,2023,Elec- Residential,N,736,331569,451,2023-04-01
95525,5,2023,Elec- Residential,N,730,297870,408,2023-05-01
95525,5,2023,Elec- Residential,N,730,297870,408,2023-05-01
95525,6,2023,Elec- Residential,N,720,277064,385,2023-06-01
95525,6,2023,Elec- Residential,N,720,277064,385,2023-06-01
95525,7,2023,Elec- Residential,N,722,277233,384,2023-07-01
95525,8,2023,Elec- Residential,N,719,269493,375,2023-08-01
95525,9,2023,Elec- Residential,N,721,265865,369,2023-09-01
95525,10,2023,Elec- Residential,N,722,298874,414,2023-10-01
95525,11,2023,Elec- Residential,N,720,337191,468,2023-11-01
95525,12,2023,Elec- Residential,N,720,376468,523,2023-12-01
95525,1,2024,Elec- Residential,N,723,364443,504,2024-01-01
95525,2,2024,Elec- Residential,N,722,327003,453,2024-02-01
95525,3,2024,Elec- Residential,N,720,333819,464,2024-03-01
95525,4,2024,Elec- Residential,N,723,282640,391,2024-04-01
95525,4,2024,Elec- Residential,N,723,282640,391,2024-04-01
95525,5,2024,Elec- Residential,N,727,268555,369,2024-05-01
95525,5,2024,Elec- Residential,N,727,268555,369,2024-05-01
95525,6,2024,Elec- Residential,N,722,244835,339,2024-06-01
95525,6,2024,Elec- Residential,N,722,244835,339,2024-06-01
95525,7,2024,Elec- Residential,N,721,259261,360,2024-07-01
95525,8,2024,Elec- Residential,N,721,257431,357,2024-08-01
95525,9,2024,Elec- Residential,N,719,251793,350,2024-09-01
95525,10,2024,Elec- Residential,N,718,283417,395,2024-10-01
95525,11,2024,Elec- Residential,N,717,330707,461,2024-11-01
95525,12,2024,Elec- Residential,N,719,376980,524,2024-12-01
95525,1,2025,Elec- Residential,N,720,378523,526,2025-01-01
95525,2,2025,Elec- Residential,N,720,341479,474,2025-02-01
95525,3,2025,Elec- Residential,N,718,346307,482,2025-03-01
95525,4,2025,Elec- Residential,N,728,290665,399,2025-04-01
95525,5,2025,Elec- Residential,N,726,266336,367,2025-05-01
95525,6,2025,Elec- Residential,N,726,243286,335,2025-06-01
95525,7,2025,Elec- Residential,N,728,244528,336,2025-07-01
95525,8,2025,Elec- Residential,N,727,243438,335,2025-08-01
95525,9,2025,Elec- Residential,N,728,245350,337,2025-09-01
95525,10,2025,Elec- Residential,N,727,277199,381,2025-10-01
95525,11,2025,Elec- Residential,N,727,300323,413,2025-11-01
95525,12,2025,Elec- Residential,N,730,359848,493,2025-12-01
95525,1,2026,Elec- Residential,N,733,363091,495,2026-01-01
95525,2,2026,Elec- Residential,N,735,300494,409,2026-02-01
95525,3,2026,Elec- Residential,N,731,284268,389,2026-03-01
95526,1,2020,Elec- Residential,N,484,269557,557,2020-01-01
95526,2,2020,Elec- Residential,N,486,252918,520,2020-02-01
95526,3,2020,Elec- Residential,N,490,326604,667,2020-03-01
95526,4,2020,Elec- Residential,N,444,313059,705,2020-04-01
95526,5,2020,Elec- Residential,N,445,310958,699,2020-05-01
95526,6,2020,Elec- Residential,N,447,283248,634,2020-06-01
95526,7,2020,Elec- Residential,N,446,292699,656,2020-07-01
95526,8,2020,Elec- Residential,N,447,284651,637,2020-08-01
95526,9,2020,Elec- Residential,N,450,228906,509,2020-09-01
95526,10,2020,Elec- Residential,N,399,224344,562,2020-10-01
95526,11,2020,Elec- Residential,N,399,284420,713,2020-11-01
95526,12,2020,Elec- Residential,N,398,291386,732,2020-12-01
95526,1,2021,Elec- Residential,N,381,280917,737,2021-01-01
95526,2,2021,Elec- Residential,N,384,284569,741,2021-02-01
95526,3,2021,Elec- Residential,N,383,358568,936,2021-03-01
95526,4,2021,Elec- Residential,N,382,342897,898,2021-04-01
95526,5,2021,Elec- Residential,N,378,320792,849,2021-05-01
95526,6,2021,Elec- Residential,N,379,276832,730,2021-06-01
95526,7,2021,Elec- Residential,N,377,282554,749,2021-07-01
95526,8,2021,Elec- Residential,N,376,259422,690,2021-08-01
95526,9,2021,Elec- Residential,N,375,232247,619,2021-09-01
95526,10,2021,Elec- Residential,N,375,299753,799,2021-10-01
